# Time-averaged data for fix myavt
# TimeStep v_Fx v_Fy
34880 63.3776 -75.1956
34890 53.1359 -76.2869
34900 26.5669 -117.135
34910 55.9293 -75.5385
34920 43.161 -7.6018
34930 30.0757 13.8268
34940 46.4104 21.7529
34950 27.0149 23.4898
34960 -4.32191 53.7638
34970 17.9181 97.293
34980 10.724 45.4725
34990 -8.77116 20.3501
35000 -21.7797 -9.96205
35010 3.19466 -20.6856
35020 45.0488 -21.4994
35030 27.8496 -57.2239
35040 -5.41962 -98.7939
35050 -19.7643 -79.34
35060 -48.8417 -60.8975
35070 -9.55806 -59.7029
35080 3.43416 -85.179
35090 -3.53741 -90.8089
35100 -76.2826 -88.0051
35110 -44.1386 -49.8207
35120 -62.4865 -27.4732
35130 -74.8948 -28.2239
35140 -87.1091 -23.3737
35150 -59.5731 38.5828
35160 -32.456 -9.14209
35170 -73.0081 -37.9357
35180 -37.9292 -3.63586
35190 10.7922 -9.16128
35200 44.5735 -37.9651
35210 51.3192 -32.4657
35220 59.2267 29.4065
35230 29.7786 52.6733
35240 -16.1849 76.1528
35250 28.411 76.2085
35260 79.0306 83.1629
35270 42.6835 74.9141
35280 4.37397 77.2527
35290 66.9302 66.927
35300 113.601 51.5399
35310 62.7159 36.2764
35320 82.582 1.89311
35330 119.499 14.597
35340 81.3843 -30.4021
35350 28.5839 1.14637
35360 29.4559 57.9018
35370 31.7519 81.0196
35380 -49.1588 45.7681
35390 -20.0498 52.8938
35400 18.7985 59.681
35410 -10.7773 66.7516
35420 7.05567 2.22328
35430 25.217 21.2108
35440 -5.14136 37.1358
35450 -0.65064 32.2758
35460 27.1897 -9.76753
35470 51.1846 15.2984
35480 -22.0924 16.0119
35490 -11.5229 -48.2777
35500 -1.10717 -71.5623
35510 -78.1522 -27.6804
35520 -110.498 -33.2594
35530 -113.8 -15.7108
35540 -82.5503 42.7372
35550 -86.6679 48.9819
35560 -105.527 55.9711
35570 -123.132 34.8461
35580 -72.1676 41.9901
35590 -61.7781 88.0592
35600 -54.9448 63.5354
35610 -34.8484 33.0237
35620 -71.833 74.7909
35630 -28.8609 50.2354
35640 -35.966 32.2217
35650 -16.8023 35.7335
35660 -16.8549 42.0528
35670 -5.99038 62.5933
35680 -26.243 97.7875
35690 18.5869 74.0015
35700 18.8013 88.167
35710 67.8381 77.8873
35720 60.0263 83.2347
35730 49.7216 18.3724
35740 49.0165 4.11807
35750 63.2724 -37.6911
35760 38.6375 -50.9761
35770 44.567 -32.1643
35780 52.4702 10.321
35790 46.1523 36.2748
35800 -18.9932 11.5425
35810 11.0386 15.5848
35820 11.2591 0.291546
35830 16.1624 -10.0996
35840 50.1309 -83.5852
35850 64.4274 -40.3264
35860 53.1982 -41.6934
35870 48.1682 -95.6454
35880 76.5568 -120.304
35890 84.4049 -66.491
35900 90.1347 -87.8729
35910 111.913 -165.183
35920 85.8238 -137.527
35930 67.9068 -55.3065
35940 55.6591 -38.6743
35950 76.9484 -31.2731
35960 102.683 18.2948
35970 108.204 -6.50442
35980 78.1093 -26.8151
35990 27.164 -45.7412
36000 36.7247 -47.4821
36010 38.4949 -66.4402
36020 78.0099 -74.2478
36030 33.0069 -57.4112
36040 73.5185 -53.1765
36050 61.6561 -59.5467
36060 42.8256 -9.85808
36070 76.9789 -10.6738
36080 61.3182 -20.7902
36090 14.7738 -8.48987
36100 -5.154 -6.14594
36110 -7.65876 -70.2463
36120 -23.2428 -83.1462
36130 -40.3907 -44.1658
36140 -43.6799 -23.3793
36150 -28.5669 -62.974
36160 -49.691 -9.9717
36170 -62.6061 23.765
36180 -92.4622 14.9425
36190 -77.47 -32.0086
36200 -50.4139 -62.8479
36210 -35.3243 -58.72
36220 -76.6164 -52.0275
36230 -68.5409 -8.49677
36240 -74.8306 -23.8225
36250 -93.9658 -55.0694
36260 -120.592 -27.9081
36270 -113.148 42.9134
36280 -42.5503 8.92898
36290 -5.9023 -18.0693
36300 30.4462 -9.25673
36310 69.6326 34.7085
36320 52.798 -34.3614
36330 27.9071 -50.7078
36340 18.9913 -3.97971
36350 10.7656 61.8744
36360 -52.8747 42.2481
36370 -77.3175 61.97
36380 -87.4933 94.4
36390 -61.3811 72.6512
36400 -73.7385 59.2526
36410 -100.086 97.8264
36420 -105.317 128.196
36430 -99.9904 106.063
36440 -78.7399 38.827
36450 -57.0864 92.6568
36460 -49.7348 75.6954
36470 -58.4901 42.5815
36480 -42.1537 94.9755
36490 -51.9303 129.2
36500 -47.4995 88.4702
36510 -53.7959 48.1659
36520 -85.7912 97.7229
36530 -102.281 122.11
36540 -98.4058 132.562
36550 -131.47 118.583
36560 -137.088 74.8368
36570 -91.6001 66.6191
36580 -78.8448 45.3986
36590 -57.5635 17.16
36600 -56.852 30.8568
36610 -28.469 26.8386
36620 -15.0601 43.6767
36630 -16.5557 74.4014
36640 5.14078 34.8727
36650 2.8409 32.1537
36660 -51.1477 -1.00214
36670 -27.9324 -39.8981
36680 19.227 -31.9047
36690 46.6985 -19.1147
36700 12.5905 -36.149
36710 27.0192 -34.6951
36720 52.6947 -57.6964
36730 43.5763 -11.9238
36740 27.2175 -29.9006
36750 38.2143 -2.03303
36760 55.8306 -3.13611
36770 52.8236 -19.2168
36780 13.3552 -0.468535
36790 34.7989 74.0929
36800 80.9077 76.7819
36810 84.9339 77.9777
36820 113.077 60.0831
36830 131.106 69.1173
36840 92.0851 4.19875
36850 76.7472 13.2465
36860 76.4983 64.5823
36870 67.8631 95.6816
36880 75.7942 -6.92036
36890 79.0191 19.6883
36900 91.4554 46.8842
36910 81.18 31.4335
36920 88.8185 -2.73415
36930 105.71 27.4259
36940 151.714 7.16165
36950 117.363 -10.8542
36960 99.9877 -65.4781
36970 117.385 -83.4419
36980 58.6314 -54.6921
36990 -17.1393 -23.8209
37000 45.6297 -22.2908
37010 38.6456 -58.6271
37020 -22.108 -62.6802
37030 -3.72524 -70.3198
37040 42.7401 -46.2177
37050 37.2176 -2.27013
37060 27.0425 -67.9563
37070 15.4372 -131.563
37080 -18.56 -153.462
37090 -51.1639 -102.67
37100 -5.65836 -73.2866
37110 -37.6522 -97.5095
37120 -24.8783 -110.747
37130 32.008 -74.4275
37140 19.3896 -83.8708
37150 -24.0841 -123.44
37160 2.77653 -95.4436
37170 41.6852 -73.8359
37180 -8.2698 -70.5203
37190 -57.8162 -98.6563
37200 -6.82225 -61.235
37210 24.8796 -67.4995
37220 1.38188 -23.3263
37230 -9.97869 9.98187
37240 21.6857 -24.6323
37250 64.8281 -42.2778
37260 57.5276 -41.7042
37270 45.3418 -8.73313
37280 2.45114 -33.1406
37290 9.1968 -81.0362
37300 34.4556 -101.542
37310 34.3512 -42.6188
37320 29.5627 4.11131
37330 -51.0957 -45.4662
37340 -32.8554 -52.7982
37350 -26.0975 -25.6241
37360 -48.2712 -31.2872
37370 -56.5959 -35.397
37380 -25.4304 -79.3062
37390 -49.7144 -68.3562
37400 -81.4579 -50.9548
37410 -70.2628 -57.2103
37420 -107.385 -60.5399
37430 -121.723 8.69778
37440 -149.543 2.1485
37450 -103.833 -26.2723
37460 -76.5526 -50.5225
37470 -73.8043 -9.12305
37480 -61.39 48.3235
37490 -71.8267 28.6564
37500 -106.018 42.9214
37510 -101.702 63.9449
37520 -108.853 30.8796
37530 -84.9995 41.7341
37540 -52.0565 68.2283
37550 -69.3926 78.1667
37560 -47.2867 116.71
37570 -13.142 177.324
37580 21.6633 165.48
37590 -45.0167 103.141
37600 -70.3987 136.306
37610 -59.3317 137.96
37620 -40.1138 74.1403
37630 -32.7385 113.374
37640 -13.1744 68.9468
37650 -4.48159 81.2351
37660 29.9229 93.0167
37670 33.1473 126.934
37680 49.0174 181.796
37690 13.3898 104.413
37700 -69.5793 71.6781
37710 -84.0998 82.7293
37720 -46.4909 67.7805
37730 -2.07 30.4565
37740 -22.1322 37.6835
37750 -22.7756 79.8959
37760 53.444 101.116
37770 48.4566 58.5632
37780 100.195 56.7167
37790 106.149 28.243
37800 79.6161 34.0829
37810 61.3861 19.6241
37820 85.2807 -2.12318
37830 102.902 -22.9248
37840 64.2267 18.2837
37850 29.4119 24.9271
37860 91.9526 -11.1947
37870 29.8152 -42.3396
37880 31.2016 -0.70086
37890 92.2083 41.2724
37900 151.071 20.5268
37910 132.33 -4.73744
37920 134.004 -21.7268
37930 112.179 -24.8317
37940 105.51 -20.5833
37950 86.3329 35.3215
37960 89.0293 71.0592
37970 34.3828 85.3725
37980 52.9861 44.8682
37990 46.3191 103.852
38000 -41.9259 59.2574
38010 -64.3442 65.9012
38020 6.585 27.9124
38030 4.76671 -13.076
38040 -54.0121 -51.59
38050 -78.0309 -55.0255
38060 -65.079 -81.5626
38070 -14.7489 -126.555
38080 -39.1881 -127.786
38090 -87.95 -136.089
38100 -27.1101 -157.856
38110 -28.452 -166.441
38120 -9.94599 -134.152
38130 -61.5092 -89.6134
38140 -51.3392 -86.4779
38150 -52.8816 -51.3663
38160 -35.3319 -26.866
38170 -43.0015 -82.5359
38180 -15.0653 -90.5813
38190 25.6726 -58.2731
38200 49.8027 -92.7096
38210 3.88387 -103.363
38220 -2.37064 -99.9231
38230 9.78242 -101.936
38240 39.9491 -55.7785
38250 15.7835 -85.3268
38260 19.4393 -74.6551
38270 18.6437 -48.7448
38280 -12.5716 -99.1104
38290 -8.33591 -48.718
38300 -2.67424 -33.4274
38310 36.3291 -54.5183
38320 77.1153 -58.5096
38330 52.2032 -69.6892
38340 29.7892 -75.8238
38350 32.2122 -94.7397
38360 20.4499 -140.644
38370 -4.44362 -98.7368
38380 -6.95219 -93.1651
38390 -4.37257 -85.0816
38400 -28.6111 -48.3996
38410 -62.1635 -13.569
38420 -31.2527 -9.95144
38430 -42.985 -18.9512
38440 -42.6678 -29.6243
38450 -30.8156 -22.1619
38460 45.5268 -64.0816
38470 51.9911 -92.8382
38480 2.67441 -82.384
38490 -27.7924 -51.6195
38500 30.8271 -74.2471
38510 28.3704 -49.8645
38520 -46.1738 -80.6506
38530 -55.2454 -40.3187
38540 -24.2535 -0.153558
38550 22.9855 15.2457
38560 6.20006 50.9177
38570 -6.29752 75.8485
38580 -15.069 73.6318
38590 -51.7514 80.2003
38600 -52.7052 94.0042
38610 -40.7295 111.443
38620 3.68951 103.621
38630 -35.3325 81.2874
38640 8.88301 89.3512
38650 8.79775 125.741
38660 28.7767 114.641
38670 41.145 66.5501
38680 8.88764 89.2224
38690 -4.78049 62.5331
38700 -17.7775 67.4006
38710 -47.2008 104.445
38720 -68.3869 138.093
38730 -66.0633 100.019
38740 -31.3192 91.1411
38750 -18.6548 68.1244
38760 -33.4834 111.143
38770 2.04722 96.6614
38780 38.2956 107.843
38790 50.0789 99.1661
38800 35.7402 71.8645
38810 20.9401 58.5092
38820 -27.3483 63.9587
38830 -1.32048 130.82
38840 -4.46288 129.665
38850 -20.0041 78.941
38860 -60.4256 75.4034
38870 -27.3184 91.4394
38880 8.03777 90.7957
38890 38.1368 43.749
38900 27.9775 33.856
38910 47.0154 33.0954
38920 24.4202 46.5698
38930 -6.68646 53.25
38940 -25.41 38.3809
38950 -35.795 55.5687
38960 -47.4748 105.461
38970 -27.0672 64.3381
38980 -29.8755 53.1925
38990 -49.0694 31.8468
39000 -31.1095 64.0401
39010 -38.071 36.3163
39020 -61.5452 39.1734
39030 -23.0195 69.9847
39040 5.18145 74.8664
39050 -13.9712 50.9683
39060 -4.09315 5.81626
39070 -12.3318 -40.7826
39080 15.8835 -30.8486
39090 54.9221 -46.6478
39100 32.8736 -60.7276
39110 34.8172 -39.4588
39120 57.2313 -89.9474
39130 56.8537 -138.302
39140 76.7206 -96.8269
39150 46.1783 -85.033
39160 6.60239 -72.6691
39170 19.9269 -98.9421
39180 52.6492 -105.574
39190 53.1192 -82.8152
39200 39.5992 -83.8105
39210 22.2719 -80.9331
39220 81.7315 -71.3178
39230 72.5996 -38.8662
39240 30.0436 6.34477
39250 18.0077 -30.2308
39260 73.1291 -43.8231
39270 48.9571 -83.4257
39280 56.6517 -37.6318
39290 82.8284 -51.4852
39300 55.622 -109.07
39310 -3.4016 -112.422
39320 -27.4199 -72.7698
39330 -42.5643 -67.1769
39340 -19.7973 -69.322
39350 2.89361 -54.4634
39360 -6.14339 -23.8453
39370 9.63131 -28.2177
39380 -24.4376 -2.20955
39390 -50.2583 9.87112
39400 -47.8482 11.7652
39410 -83.3961 -42.7641
39420 -86.3212 -92.4839
39430 -85.746 -75.7512
39440 -101.835 -76.9447
39450 -47.3051 -106.187
39460 -21.6096 -141.373
39470 1.72859 -180.726
39480 -23.8261 -183.853
39490 -29.7376 -171.953
39500 -9.5627 -123.448
39510 -13.5893 -147.852
39520 -18.2583 -91.4037
39530 10.64 -75.6722
39540 14.1441 -106.786
39550 -20.3633 -109.281
39560 11.0225 -85.6667
39570 69.7599 -51.5651
39580 77.2266 -6.24259
39590 75.0371 -19.0589
39600 41.5306 12.5922
39610 25.8121 98.674
39620 -6.28236 140.754
39630 -2.61541 104.987
39640 -4.21249 109.009
39650 -31.9058 140.928
39660 -30.6529 134.047
39670 17.5184 128.407
39680 60.9133 140.531
39690 68.3181 194.126
39700 30.0324 169.868
39710 -20.9976 155.574
39720 -26.5805 150.995
39730 -47.3508 113.986
39740 -28.7555 124.249
39750 -74.1177 122.856
39760 -81.8964 72.1773
39770 -73.9403 41.6266
39780 -52.9797 84.1621
39790 -59.565 47.5996
39800 -46.4367 29.1244
39810 -7.42622 57.9578
39820 42.0018 43.8665
39830 31.4195 42.2292
39840 18.292 77.763
39850 96.0843 123.869
39860 149.367 125.653
39870 127.072 97.4718
39880 105.639 109.532
39890 90.194 117.587
39900 29.2959 95.0603
39910 -8.83161 69.9121
39920 -40.8747 54.3646
39930 -33.5853 29.0055
39940 -54.7868 43.0098
39950 -26.3439 64.7841
39960 -7.04692 51.4704
39970 0.791538 4.27887
39980 43.5055 42.5444
39990 26.0048 60.7974
40000 67.9709 32.5797
40010 88.7397 -7.59962
40020 12.0727 0.434902
40030 -29.5355 37.9323
40040 -5.46189 -3.48855
40050 -25.1119 -13.7399
40060 -70.778 -10.4353
40070 -67.5623 -45.9919
40080 -78.0879 -50.7716
40090 -84.8364 -43.6485
40100 -42.5206 -90.5777
40110 37.7613 -87.1457
40120 67.6335 -118.136
40130 43.4246 -98.4542
40140 35.518 -70.2977
40150 19.9108 -79.4088
40160 15.6862 -77.8801
40170 -50.9127 -90.909
40180 -83.1706 -67.2598
40190 -74.0163 -49.2442
40200 -59.7268 -23.7809
40210 -37.5459 -50.0131
40220 -45.5049 -60.4602
40230 -25.0515 -32.9589
40240 9.40723 -14.5926
40250 7.69176 -16.3598
40260 -4.31708 -16.8734
40270 26.0143 -1.83838
40280 -12.2429 -45.4937
40290 -59.578 -102.866
40300 -78.8697 -54.1559
40310 -53.2558 -43.8716
40320 -35.1752 -108.849
40330 -50.2428 -115.665
40340 -23.9723 -103.218
40350 24.7362 -88.4288
40360 41.3768 -92.4224
40370 33.0395 -71.09
40380 40.3229 -26.7776
40390 52.0627 -68.4303
40400 48.9842 -47.0647
40410 30.3297 19.6435
40420 31.1478 52.7362
40430 61.3658 45.9414
40440 72.9465 53.3674
40450 54.6976 50.1269
40460 71.6804 -11.6203
40470 56.2097 -26.7268
40480 35.0736 -7.93726
40490 7.44073 32.9212
40500 -25.7391 5.37936
40510 -21.2114 -11.0312
40520 -59.083 -3.3518
40530 -70.2071 40.4343
40540 -93.4653 -17.8376
40550 -105.499 -16.8913
40560 -131.447 7.57043
40570 -100.605 -20.0497
40580 -36.2625 -44.9973
40590 -22.4527 -47.2078
40600 -112.689 -10.0227
40610 -90.3045 -30.013
40620 -91.4483 -72.3712
40630 -53.3738 -43.1559
40640 -19.0853 -9.85285
40650 -22.1199 -51.4284
40660 3.83426 -56.6019
40670 -5.85817 -47.8818
40680 24.3614 0.975685
40690 46.6574 23.7978
40700 54.4853 18.3521
40710 53.1083 -5.17413
40720 55.389 -2.31723
40730 41.9108 24.5651
40740 6.79239 -6.83641
40750 -22.2252 -22.1054
40760 -64.3712 -14.2417
40770 -49.5494 14.0598
40780 -51.3103 1.71694
40790 -63.8859 93.3159
40800 -52.9122 106.566
40810 -11.0506 84.491
40820 64.4831 90.5833
40830 61.6575 86.3791
40840 49.9898 52.9952
40850 73.2473 91.6412
40860 37.6778 57.7987
40870 -0.267197 54.9388
40880 17.5203 62.7371
40890 41.8924 57.8182
40900 30.3261 14.8699
40910 61.9684 -16.9667
40920 24.7294 -12.7871
40930 6.31859 -21.7002
40940 20.1479 51.9182
40950 -4.6474 25.9073
40960 -18.4047 40.5518
40970 -19.0484 48.0388
40980 -78.0015 55.746
40990 -59.9435 24.5439
41000 -23.9572 2.90211
41010 2.98664 -67.7737
41020 -13.0656 -12.6003
41030 -5.4779 21.687
41040 23.8912 40.7773
41050 -24.8826 58.2271
41060 -36.087 56.0451
41070 -4.97565 32.7073
41080 -15.097 51.5278
41090 -59.1967 29.4544
41100 -17.4207 11.9438
41110 24.7673 10.8262
41120 43.3058 6.82096
41130 21.3609 -12.6529
41140 40.4738 -39.811
41150 98.2226 -20.4913
41160 131.8 25.9421
41170 75.0923 23.7377
41180 48.5986 -42.757
41190 27.1271 -74.6493
41200 16.8226 -31.3449
41210 -27.8947 -11.5443
41220 -6.91746 2.36753
41230 -21.821 5.83546
41240 41.7594 -6.90572
41250 53.4473 -7.20997
41260 47.0017 -5.38241
41270 61.437 -28.6345
41280 128.202 -4.95658
41290 132.254 -0.27621
41300 41.6016 -49.8782
41310 31.6106 -50.4846
41320 -5.47719 -63.7353
41330 33.9695 -108.305
41340 42.1765 -118.004
41350 32.8897 -137.851
41360 -14.7382 -112.174
41370 -20.2401 -99.6754
41380 -11.9515 -30.353
41390 -38.8881 -18.7615
41400 -8.09859 0.503796
41410 46.1382 14.0104
41420 69.0032 23.8451
41430 4.56521 54.1937
41440 -17.1252 65.3624
41450 10.6482 35.8547
41460 28.1593 9.19701
41470 32.4151 -16.0239
41480 -13.4792 4.20368
41490 3.31827 -0.292142
41500 11.5025 22.0563
41510 15.5133 50.9173
41520 29.272 47.1732
41530 35.1962 30.2315
41540 -13.942 45.535
41550 -62.297 22.7431
41560 -57.7276 22.3426
41570 -61.5963 5.29458
41580 -15.7876 11.6825
41590 -20.0995 43.3162
41600 -55.6507 37.8829
41610 -53.2866 -9.53958
41620 -21.3716 -45.9461
41630 -12.7125 -17.0421
41640 5.81005 -0.44314
41650 -0.399579 -15.5538
41660 -10.1492 -6.5948
41670 14.7492 -60.8074
41680 -48.1191 -77.0266
41690 -32.5462 6.40431
41700 -17.4763 -27.2991
41710 -8.40425 -50.5908
41720 9.30397 -31.8168
41730 42.4147 -44.3615
41740 21.2964 -78.4656
41750 8.09964 -65.221
41760 -8.28551 -68.0623
41770 6.72629 -20.2931
41780 -13.2367 -29.2959
41790 -30.6044 -25.2416
41800 -0.949042 26.8067
41810 -10.7063 71.0635
41820 -50.4739 76.9227
41830 -30.0974 116.146
41840 -38.057 79.3831
41850 -35.7325 60.3004
41860 -56.1931 51.8873
41870 -82.7673 36.4051
41880 -80.0957 32.9302
41890 -73.5571 42.9788
41900 -45.5057 88.4083
41910 24.3338 38.3314
41920 46.4524 -9.84127
41930 11.5519 3.04775
41940 -4.67769 -47.3724
41950 -8.58871 -31.5808
41960 -1.0809 15.0985
41970 -57.9256 31.8518
41980 -72.4369 25.9914
41990 -84.749 -30.3537
42000 -74.8192 -10.5124
42010 -30.647 66.2007
42020 17.5306 26.2721
42030 41.9501 10.2299
42040 113.943 33.7103
42050 66.3837 31.5534
42060 9.00443 -14.7743
42070 3.37737 -21.439
42080 -42.5794 -46.5656
42090 -11.6565 -30.4505
42100 20.1402 -11.7671
42110 -33.7909 14.3872
42120 -83.2018 9.86132
42130 -110.277 -15.7928
42140 -117.598 66.7808
42150 -96.6523 75.4146
42160 -33.3756 77.8194
42170 -21.4123 92.8891
42180 10.4466 106.349
42190 46.643 31.5603
42200 92.6668 -10.1857
42210 132.683 -37.9883
42220 128.76 -30.1096
42230 104.527 -57.6931
42240 79.4131 -81.6643
42250 62.3339 -1.68308
42260 1.72282 1.84232
42270 -16.8495 4.95304
42280 -63.7241 -17.9218
42290 -75.0963 -37.2801
42300 -90.2955 -41.4214
42310 -110.245 -38.8538
42320 -82.4082 -54.9771
42330 -39.5345 -91.0735
42340 -40.457 -77.0864
42350 -46.139 -86.059
42360 -25.5148 -57.5406
42370 -53.5984 -21.1117
42380 -31.4878 -35.8455
42390 10.2078 -10.9659
42400 33.4718 -0.905932
42410 2.66124 17.1514
42420 -1.65367 30.4564
42430 5.49861 -6.3258
42440 -1.6656 20.3917
42450 16.107 56.6816
42460 44.1234 58.3294
42470 31.0918 12.3952
42480 -8.93526 41.9338
42490 -2.86434 83.4706
42500 42.9869 88.008
42510 63.804 -3.03373
42520 68.2979 -20.6391
42530 64.3555 -28.0973
42540 81.3156 -78.6171
42550 62.4652 -79.7778
42560 28.354 11.0479
42570 35.5725 11.2998
42580 58.3481 -26.5822
42590 5.79685 -10.7759
42600 3.21161 -11.2104
42610 52.4621 32.246
42620 101.895 42.158
42630 70.6446 -5.8204
42640 95.023 29.5496
42650 124.384 8.47064
42660 90.8356 -5.33496
42670 10.7324 -13.54
42680 9.07267 34.16
42690 59.5771 47.3944
42700 80.8805 32.5827
42710 52.7922 17.2439
42720 88.9937 42.6528
42730 73.5647 19.1865
42740 19.4758 -9.43795
42750 6.60517 -22.4559
42760 23.4565 -34.0624
42770 -6.17767 -91.0471
42780 -43.782 -58.2337
42790 -40.3163 -32.4741
42800 -49.1297 -38.2653
42810 -11.8576 -70.0286
42820 -27.8236 4.30711
42830 -20.2909 18.6684
42840 -25.8829 7.83032
42850 -23.9423 13.1296
42860 -3.96114 31.6613
42870 46.6495 56.1714
42880 -30.9648 20.0669
42890 -26.1989 7.5276
42900 -9.65484 26.3644
42910 -1.09519 34.5182
42920 -6.46778 36.3012
42930 -12.8633 64.588
42940 7.61884 48.2542
42950 21.8034 6.95768
42960 -9.53688 32.2746
42970 8.86907 9.27631
42980 46.6469 -32.2523
42990 44.2187 -56.4212
43000 40.0127 -36.0089
43010 -5.78376 -11.5375
43020 -31.0031 -23.7058
43030 -69.623 -33.8532
43040 -33.2517 -15.4401
43050 -7.52521 15.6998
43060 10.5029 -8.07154
43070 -0.152523 -13.9237
43080 9.18324 -3.73938
43090 34.708 -23.5624
43100 61.286 -56.1199
43110 46.4296 -67.5244
43120 21.8114 -79.3533
43130 4.76828 -97.9646
43140 -2.02226 -123.258
43150 -36.253 -106.559
43160 -36.4732 -75.3505
43170 -49.2676 -6.24667
43180 0.543357 -3.21063
43190 34.588 -11.3039
43200 -72.9621 -34.406
43210 -72.5437 -66.578
43220 -24.4834 -62.2981
43230 -12.466 -74.4386
43240 -48.5786 -140.621
43250 -64.1571 -107.625
43260 -99.6296 -33.451
43270 -67.4799 -2.93381
43280 -59.49 -34.2055
43290 -87.7803 -27.5068
43300 -76.8515 5.80564
43310 -51.8483 7.93325
43320 -59.4566 -25.1695
43330 -63.3426 17.323
43340 -40.3737 -1.77019
43350 -24.2049 -1.95703
43360 -30.3466 -16.2221
43370 -5.3663 17.8778
43380 -4.79841 47.8886
43390 -3.65926 87.9986
43400 -4.8009 98.7267
43410 17.176 77.6058
43420 1.59562 51.882
43430 -24.0707 67.4546
43440 -31.436 25.4376
43450 -48.0361 10.9834
43460 -48.3763 30.386
43470 -48.2249 9.34648
43480 -6.44511 25.3451
43490 7.13851 30.1011
43500 46.35 79.9395
43510 41.2969 102.051
43520 14.4363 64.4706
43530 19.2692 68.0804
43540 67.8843 96.7544
43550 71.8909 69.905
43560 21.7522 153.74
43570 -27.5707 168.117
43580 -27.7242 131.185
43590 -77.3094 94.8061
43600 -79.201 81.7093
43610 -19.2086 76.0751
43620 54.1284 90.4307
43630 -25.1938 70.146
43640 -35.3139 47.1649
43650 17.5031 29.901
43660 26.6513 27.2997
43670 -22.2927 39.7833
43680 17.1638 32.7536
43690 1.0671 67.6595
43700 -26.3053 66.888
43710 -46.4303 103.177
43720 -44.1752 44.9332
43730 -41.369 -15.3365
43740 -27.8299 15.6322
43750 -56.5498 42.7161
43760 -46.371 7.58332
43770 -44.8544 5.6125
43780 -18.9345 37.8631
43790 -4.87232 29.6034
43800 -16.1929 -2.05853
43810 -14.7338 25.0335
43820 11.9251 15.855
43830 55.0164 41.2715
43840 63.3109 15.1539
43850 62.9072 -54.6236
43860 61.5403 -45.73
43870 66.2364 -103.562
43880 43.6631 -110.025
43890 65.0009 -103.764
43900 66.602 -89.5977
43910 43.5924 -64.7624
43920 39.8343 -76.3456
43930 48.6467 -64.6389
43940 37.2765 -16.1739
43950 23.7186 -7.4705
43960 23.8391 -37.3902
43970 -5.30159 -65.5912
43980 29.6733 -34.8499
43990 48.2113 -95.0397
44000 71.4466 -122.529
44010 58.6582 -125.246
44020 56.454 -85.3786
44030 40.3287 -78.3793
44040 68.4386 -73.5466
44050 60.7621 -15.2467
44060 77.6296 69.6968
44070 66.7745 75.6769
44080 18.789 81.4529
44090 -28.4593 79.2231
44100 -2.42598 59.5456
44110 21.455 23.4052
44120 30.1998 17.5086
44130 1.59664 38.7248
44140 11.8493 21.0473
44150 -48.0364 28.1076
44160 -77.5776 17.2661
44170 -24.1451 24.5878
44180 18.0626 -4.61288
44190 39.9858 -22.5296
44200 38.5513 -90.4043
44210 21.8201 -70.1235
44220 28.9354 -95.527
44230 3.77614 -104.82
44240 14.4127 -124.734
44250 12.1781 -98.5349
44260 0.390484 -35.1628
44270 -19.2602 -15.0275
44280 9.49911 -56.7834
44290 6.32152 -11.2163
44300 25.8229 19.1794
44310 23.6625 59.4456
44320 2.67794 38.6612
44330 47.2132 6.00509
44340 -30.6101 -45.9781
44350 -44.2792 -54.1624
44360 -15.0289 -31.3173
44370 -4.93312 -41.0243
44380 -4.04694 -38.1975
44390 17.747 -38.686
44400 9.26294 8.51918
44410 -19.1871 -16.2293
44420 23.3535 23.3452
44430 0.341649 26.7572
44440 42.6073 -15.4828
44450 11.158 -56.074
44460 -58.8446 -56.0331
44470 -58.625 -66.6807
44480 -27.9198 -60.2381
44490 -36.6996 -57.6044
44500 -69.3203 -15.6328
44510 -35.2961 31.4245
44520 -14.2238 -24.6821
44530 -49.0415 -25.7634
44540 -29.2177 -19.8609
44550 3.57897 -15.5922
44560 -35.6802 -49.262
44570 -67.1156 -12.4093
44580 -79.9809 -45.2644
44590 -88.6508 -40.6157
44600 -76.8067 -11.633
44610 -101.641 26.3234
44620 -29.2186 -1.82215
44630 -8.15875 11.5042
44640 -4.82579 -7.53714
44650 2.85809 22.563
44660 -15.9775 -35.5601
44670 -5.48313 -37.8902
44680 11.8465 -14.4342
44690 -1.70174 7.19946
44700 -16.1867 7.96765
44710 -10.8236 37.4906
44720 0.354251 41.1561
44730 28.3205 34.699
44740 -6.9421 -17.876
44750 -62.2007 59.5317
44760 -37.7764 28.5015
44770 -50.7003 61.4136
44780 -36.8514 104.483
44790 -47.0696 88.5036
44800 -25.8776 112.239
44810 -36.5784 141.02
44820 -6.20525 144.251
44830 3.48481 150.77
44840 7.15184 126.261
44850 -18.8972 124.764
44860 -33.7428 111.375
44870 -19.5265 56.1862
44880 -19.9962 75.3367
44890 -10.8731 48.1863
44900 47.7309 -17.3584
44910 67.7579 2.14534
44920 38.2025 48.383
44930 81.221 22.0184
44940 98.6292 21.704
44950 89.7049 -1.8237
44960 -5.6577 -25.1393
44970 -24.4701 7.67555
44980 54.757 46.8228
44990 32.3824 23.4355
45000 -18.7299 24.9667
45010 -45.6242 52.6979
45020 35.1169 61.9077
45030 81.48 28.4115
45040 95.8136 11.7148
45050 104.885 32.0275
45060 134.936 28.781
45070 122.09 3.22649
