# Time-averaged data for fix myavt
# TimeStep v_Fx v_Fy
56670 -69.0742 -2.36086
56680 -100.034 -9.47776
56690 -43.2328 38.6293
56700 -18.1361 53.8989
56710 -28.5358 21.7051
56720 -30.1462 -34.4931
56730 22.2073 44.5708
56740 32.2244 73.0764
56750 28.6693 31.1972
56760 9.26951 63.9414
56770 -0.0863606 54.8761
56780 4.33823 -7.97224
56790 8.97522 -72.3408
56800 -18.8902 -48.6316
56810 -23.2196 -42.6177
56820 -11.5586 -30.559
56830 1.39816 -15.7581
56840 -41.5792 -47.8503
56850 -20.1804 -31.8766
56860 -25.4246 -21.5104
56870 -17.1495 -27.783
56880 -16.4505 -22.9621
56890 33.64 -71.444
56900 55.8193 -32.6483
56910 54.6796 20.0483
56920 36.2965 -47.8483
56930 43.8542 -71.4233
56940 23.8854 -28.2041
56950 -17.4086 -3.02006
56960 -36.7358 -29.5325
56970 14.0757 -10.1324
56980 -5.99069 14.2507
56990 -19.8164 18.4847
57000 1.65951 0.491799
57010 32.017 -16.115
57020 22.6954 17.1451
57030 1.98724 -24.0696
57040 0.667571 -93.2078
57050 9.0725 -73.9594
57060 -10.2926 -76.4574
57070 -13.591 -39.5908
57080 1.30894 30.4881
57090 -24.3952 15.2306
57100 20.0567 -5.39991
57110 45.6973 -34.6869
57120 51.155 -29.8514
57130 85.0382 13.3581
57140 62.5627 -24.0093
57150 2.07011 -41.3647
57160 -48.0196 -48.203
57170 -3.94325 -66.5014
57180 -6.82886 -39.1726
57190 5.0033 4.45353
57200 5.76 5.49289
57210 29.6753 11.3872
57220 39.4173 17.2171
57230 60.1899 -38.3051
57240 58.1076 -25.9193
57250 70.9712 -77.3325
57260 135.754 -90.2917
57270 115.441 -91.2221
57280 66.8239 -20.9035
57290 28.1072 8.00727
57300 58.1553 62.4842
57310 64.1278 43.6313
57320 43.4074 40.2415
57330 34.3306 68.223
57340 37.5317 38.0581
57350 13.9348 27.6348
57360 12.4125 67.6359
57370 30.1567 21.7727
57380 48.5398 -20.6484
57390 36.4249 -21.1544
57400 26.2254 50.5636
57410 5.5658 61.8993
57420 32.669 17.3795
57430 20.1175 20.6855
57440 21.0374 18.4637
57450 4.88755 1.75113
57460 -18.5114 -69.9052
57470 -17.8942 -74.9717
57480 7.78776 -76.1808
57490 -6.4774 -44.7852
57500 -34.8794 -31.821
57510 6.60861 -33.9116
57520 26.6169 8.69228
57530 7.09043 -3.856
57540 8.04444 -4.59089
57550 -5.60555 32.2986
57560 -7.85231 92.1969
57570 -30.0549 69.2672
57580 -90.1041 114.717
57590 -77.2813 59.3381
57600 -101.906 87.0102
57610 -116.324 47.3595
57620 -52.8506 -0.0738511
57630 20.6051 42.708
57640 8.20662 71.8006
57650 6.75389 1.3388
57660 -0.925425 4.32149
57670 -7.05019 1.12895
57680 -10.532 -32.1511
57690 -45.6046 -28.4238
57700 -58.3353 -0.499658
57710 -27.2376 34.1935
57720 -21.9898 -22.6984
57730 -14.6621 -98.3651
57740 -51.4716 -129.446
57750 -28.4838 -84.7231
57760 -0.777806 -47.812
57770 1.45119 -50.5946
57780 -58.5657 -25.0843
57790 -45.082 -23.852
57800 -43.2363 -17.4529
57810 0.739043 4.70883
57820 0.124454 -24.6316
57830 -63.1613 -58.7616
57840 -89.8029 -24.7008
57850 -121.727 -32.0597
57860 -118.712 -22.8634
57870 -128.67 9.32079
57880 -124.703 -14.027
57890 -131.718 10.4453
57900 -102.569 59.4112
57910 -77.0612 93.7448
57920 -46.3589 63.3462
57930 -27.6578 33.6147
57940 -13.25 39.7894
57950 -28.0266 -8.38651
57960 -45.3335 -36.8968
57970 7.66427 -21.1568
57980 19.3263 -8.20911
57990 52.8254 2.28057
58000 21.2364 30.5983
58010 -64.7842 22.647
58020 -86.2747 60.4656
58030 -72.4244 22.3115
58040 -62.7718 33.5527
58050 -36.3345 -0.84742
58060 -25.3027 40.7004
58070 -7.13746 62.0625
58080 -1.64782 94.4406
58090 18.0315 65.4357
58100 -24.3339 64.8488
58110 19.0921 41.6321
58120 14.4235 -3.48891
58130 22.1762 22.058
58140 18.1851 46.4979
58150 10.0915 53.9897
58160 62.0269 26.0167
58170 41.6935 20.3827
58180 37.1189 -5.33368
58190 82.8387 3.3803
58200 134.935 6.02138
58210 131.27 8.34717
58220 101.745 27.7749
58230 74.1569 32.4616
58240 97.2997 -13.1638
58250 141.963 2.31403
58260 137.28 46.9369
58270 139.168 32.3108
58280 137.466 37.2284
58290 140.018 1.2995
58300 160.729 5.8738
58310 111.155 -7.73587
58320 149.882 -11.1786
58330 152.147 -10.6791
58340 135.485 -59.6904
58350 94.6963 -61.1357
58360 92.0136 -20.6538
58370 94.8281 23.498
58380 65.1685 21.0016
58390 71.6936 29.3182
58400 19.0645 8.72186
58410 12.8889 -1.29767
58420 -10.7826 -41.2278
58430 4.86331 -51.6907
58440 5.30126 -65.9323
58450 -4.84489 -73.2021
58460 -15.0708 -61.4085
58470 -11.826 -81.2437
58480 33.6992 -42.82
58490 23.2737 -64.9451
58500 -12.0159 -77.5135
58510 -40.989 -64.6903
58520 58.4963 -67.2962
58530 49.5807 -78.5298
58540 33.7827 -31.6271
58550 15.6992 -33.2665
58560 13.2802 -3.7809
58570 27.2808 -2.54271
58580 -30.7079 -12.5736
58590 -36.3433 -48.1862
58600 -56.4382 -63.092
58610 -60.9677 -59.8736
58620 -93.3847 -45.9952
58630 -60.4658 -59.5913
58640 -9.45648 -28.5634
58650 -25.74 18.6078
58660 14.9661 -6.08839
58670 20.6412 -19.7862
58680 1.7251 -2.32832
58690 10.0367 -18.1331
58700 -6.08149 -46.7921
58710 -6.40789 -11.0784
58720 -26.1555 -36.2972
58730 -28.4116 -0.837543
58740 -38.1578 -29.7402
58750 -90.6161 -30.997
58760 -82.3377 -7.35214
58770 -69.7412 -10.902
58780 -69.4755 -17.5995
58790 -76.9211 7.17616
58800 -82.0464 29.5003
58810 -111.699 15.3762
58820 -93.1059 0.36418
58830 -63.2014 13.7078
58840 -76.577 2.76553
58850 -68.1663 8.14918
58860 -41.4598 21.0645
58870 -70.7886 37.1091
58880 -72.5771 21.3633
58890 -96.1482 33.7033
58900 -99.5642 60.7738
58910 -139.722 68.1333
58920 -134.045 29.3638
58930 -130.224 36.9088
58940 -155.937 133.196
58950 -119.952 89.2567
58960 -34.9999 112.625
58970 -26.3851 124.316
58980 -96.2473 113.002
58990 -60.572 82.0992
59000 1.01757 91.0252
59010 -45.247 78.1529
59020 -39.1618 71.2469
59030 -32.0731 103.647
59040 -23.2507 76.542
59050 -14.9649 64.5295
59060 12.0601 33.9538
59070 -0.251839 20.6933
59080 -40.8495 12.9316
59090 -35.7547 25.5719
59100 -18.3106 7.62471
59110 -6.02738 27.2388
59120 -20.0377 4.45473
59130 -4.82701 -8.43306
59140 -19.8359 2.93111
59150 -1.49247 29.9569
59160 16.6278 49.0935
59170 42.3725 24.4564
59180 77.8519 44.6477
59190 98.5718 24.7489
59200 117.945 6.7303
59210 156.758 18.1102
59220 84.4139 24.9899
59230 66.2317 -22.8927
59240 135.045 -63.6143
59250 140.408 -63.5456
59260 103.908 -66.44
59270 38.1369 -85.0533
59280 54.3682 -82.0479
59290 59.9575 -49.7694
59300 55.0565 -30.0928
59310 49.1162 -29.6253
59320 65.3707 -7.4871
59330 104.734 10.9911
59340 154.251 -50.9091
59350 141.714 -49.9793
59360 128.483 -44.1979
59370 101.356 -9.28752
59380 59.8315 7.09715
59390 52.0709 -12.2111
59400 65.4826 -24.219
59410 0.885693 -17.3799
59420 -8.79079 -21.1286
59430 33.2222 27.5829
59440 -20.1676 26.5352
59450 -39.7707 -12.8565
59460 -9.39626 23.1886
59470 17.829 39.2998
59480 25.8323 -1.30427
59490 -4.5158 -9.2992
59500 44.882 -46.2404
59510 74.2881 -90.3239
59520 18.6672 -63.2123
59530 -13.5671 -42.4869
59540 -20.6368 17.9333
59550 -55.5419 14.4231
59560 -13.0785 -5.58113
59570 -18.0251 21.1631
59580 10.9523 49.7502
59590 -3.50792 22.847
59600 13.5116 32.262
59610 -8.43626 21.0825
59620 11.6097 -24.298
59630 4.16355 -17.7821
59640 18.407 -29.8668
59650 -26.9275 -73.7059
59660 -63.9371 -79.1068
59670 -5.76582 -86.8758
59680 -6.90284 -107.473
59690 -29.7431 -94.5834
59700 -60.7394 -99.0841
59710 -61.4008 -57.4106
59720 -44.8756 -24.936
59730 -71.1798 -54.4496
59740 -72.6408 -43.8675
59750 -81.1539 2.82996
59760 -61.525 -8.42432
59770 -66.8244 -42.2194
59780 -80.2612 -9.36436
59790 -49.3741 29.4366
59800 -24.7265 -9.6085
59810 -1.92029 -56.4276
59820 -40.4595 -45.7098
59830 -53.833 -38.2146
59840 -30.5708 -50.3768
59850 -10.6445 -32.6515
59860 3.22746 -28.7529
59870 10.7399 29.2843
59880 -29.6539 27.5651
59890 -77.2836 4.77607
59900 -1.37375 -3.79016
59910 11.0071 12.9625
59920 7.44776 -7.34894
59930 -13.3213 -42.5545
59940 -0.570195 -54.9741
59950 46.2937 -47.1017
59960 1.43409 -45.991
59970 -70.8671 -90.378
59980 -95.2176 -88.3115
59990 -71.0521 -62.2319
60000 -113.943 -24.7254
60010 -108.935 -24.6159
60020 -63.8085 -0.0880803
60030 -87.7609 7.24527
60040 -78.0624 -40.4924
60050 -11.1408 6.16751
60060 61.9572 32.9081
60070 104.644 77.1667
60080 78.7999 89.3415
60090 81.5055 60.6546
60100 94.2522 8.68301
60110 75.206 30.4551
60120 48.0133 35.7422
60130 67.8574 21.4673
60140 23.4127 64.4882
60150 42.27 89.3749
60160 42.0713 93.6645
60170 60.1637 115.174
60180 44.747 123.888
60190 32.8378 97.2696
60200 71.4759 13.1783
60210 5.6535 14.0532
60220 -68.9048 -3.84745
60230 -79.7757 26.9666
60240 -69.0339 14.6901
60250 -69.9157 14.1631
60260 -87.7428 19.5307
60270 -38.1325 9.64369
60280 -30.6129 28.2159
60290 0.21995 56.1818
60300 27.9182 71.9403
60310 23.0554 66.6323
60320 33.2174 125.472
60330 31.2145 101.345
60340 21.6457 102.55
60350 1.30998 81.3786
60360 -16.234 85.3825
60370 28.1632 97.6121
60380 32.3893 56.3577
60390 32.6846 70.6595
60400 56.4056 58.485
60410 57.8966 29.1005
60420 60.1347 19.9452
60430 41.5081 58.0972
60440 68.4602 65.331
60450 52.038 35.5998
60460 57.4235 -8.48468
60470 27.2665 -37.3655
60480 37.8051 -32.3694
60490 40.1271 -22.6953
60500 -31.2715 -21.1545
60510 -31.9652 -35.2886
60520 -10.0451 -3.66847
60530 -3.40898 28.7115
60540 -8.60295 18.5565
60550 -43.1384 11.9861
60560 -102.883 20.9201
60570 -56.4942 27.9593
60580 -37.8792 39.5969
60590 -0.421542 24.4359
60600 32.7479 -6.23764
60610 88.2371 7.73786
60620 48.545 19.6866
60630 62.6832 46.0486
60640 72.032 48.3061
60650 74.7478 84.6384
60660 42.2359 101.404
60670 -4.19812 63.504
60680 -20.2683 43.2717
60690 -27.9987 -7.16767
60700 -46.9829 -59.5067
60710 -11.647 -109.252
60720 -32.5565 -63.2921
60730 -24.2414 -68.1146
60740 -7.77056 -105.978
60750 -27.8854 -154.185
60760 -8.11442 -108.566
60770 25.2488 -116.894
60780 4.25851 -133.147
60790 -11.5078 -147.888
60800 -7.22118 -141.839
60810 11.0759 -92.2915
60820 -2.07754 -97.7896
60830 3.85145 -137.505
60840 33.1145 -150.55
60850 41.9968 -96.3325
60860 89.7724 -88.132
60870 59.3071 -64.6425
60880 4.56923 -78.175
60890 29.0422 -45.2729
60900 50.6046 -29.5523
60910 65.9073 -66.9262
60920 77.0922 -39.1398
60930 48.4234 -42.833
60940 50.0999 -45.0052
60950 12.0383 -32.0463
60960 -54.1109 -50.7331
60970 -70.5277 -73.1115
60980 -118.412 -31.4524
60990 -88.1008 18.1806
61000 -74.6928 18.1869
61010 -79.5213 28.9764
61020 -52.8953 -11.1152
61030 -18.3975 -8.56824
61040 -10.6459 -34.1992
61050 -17.1399 -37.7739
61060 22.8619 -48.1459
61070 24.7595 -62.8302
61080 31.0906 -70.7464
61090 21.7748 -21.9632
61100 -24.0741 -2.34725
61110 -41.9135 17.2065
61120 -44.3428 63.9534
61130 -54.476 69.8235
61140 -27.5445 33.5384
61150 -71.3981 9.89638
61160 -41.8319 49.8997
61170 14.0758 46.3586
61180 4.47459 28.3247
61190 26.8777 6.19298
61200 -21.3927 58.8026
61210 -28.9727 31.4266
61220 -8.42529 3.93935
61230 -50.8979 42.8764
61240 -83.2288 86.428
61250 -79.0234 94.1493
61260 -53.0381 51.1541
61270 -57.6174 44.9437
61280 -80.7278 26.3117
61290 -52.1383 -8.57947
61300 -30.6517 -75.7548
61310 -9.32228 -43.4003
61320 -27.2982 -63.7935
61330 -27.0886 -50.062
61340 -23.913 -2.0557
61350 -10.8358 62.8237
61360 -9.70344 74.4564
61370 -5.65699 104.606
61380 26.639 84.094
61390 18.1109 113.795
61400 10.3684 101.938
61410 32.1183 75.0928
61420 81.1924 106.915
61430 26.5973 125.439
61440 51.9833 114.517
61450 43.97 111.918
61460 80.4222 98.0336
61470 55.5553 89.0088
61480 70.6713 79.6349
61490 122.413 64.5172
61500 123.468 46.2952
61510 144.558 69.6268
61520 124.386 81.13
61530 135.322 57.2359
61540 143.401 56.6034
61550 146.801 51.4911
61560 44.2484 79.4007
61570 -20.2902 37.0901
61580 -42.3152 -5.91625
61590 -34.6695 20.6719
61600 -27.1093 -36.5638
61610 -73.7947 -63.7191
61620 -85.9422 -77.002
61630 -48.2818 -44.9614
61640 -41.3619 -101.053
61650 -109.759 -101.186
61660 -99.2019 -130.825
61670 -81.9347 -78.2013
61680 -99.2539 -52.1698
61690 -67.8451 -76.3736
61700 1.96038 -53.0533
61710 -40.1374 -14.3388
61720 -43.6919 -10.3438
61730 -30.7833 -1.45478
61740 -6.6875 37.543
61750 -48.3194 20.4937
61760 21.3307 44.6365
61770 54.4475 12.5401
61780 31.5737 7.30876
61790 -37.8942 -6.94068
61800 15.9213 -7.88491
61810 62.9888 6.2062
61820 28.6482 -14.3757
61830 -60.4417 13.9566
61840 -87.0854 -7.72518
61850 -59.3081 -65.4756
61860 -77.8088 -72.1355
61870 -50.4184 -64.6944
61880 -59.3318 -82.9034
61890 -93.6568 -131.956
61900 -38.6798 -123.095
61910 -3.42645 -92.6664
61920 11.9054 -66.9089
61930 12.7178 -59.7076
61940 42.099 -75.9729
61950 25.2313 -14.0581
61960 0.0980656 -17.3541
61970 49.5234 -33.2881
61980 98.3257 -25.0371
61990 85.0757 -8.87698
62000 42.8376 -36.0096
62010 96.0301 -25.4361
62020 151.321 -28.8748
62030 82.867 -32.923
62040 39.499 -50.287
62050 25.1548 -9.16311
62060 8.23452 44.7616
62070 -18.7941 44.2431
62080 -2.75907 21.3484
62090 -28.3702 -15.2957
62100 -82.6784 30.1852
62110 -77.7708 -0.842422
62120 -54.6799 -7.33179
62130 -39.0436 -6.83647
62140 -24.0602 -0.928706
62150 -10.3928 3.02851
62160 -34.4093 -34.8124
62170 -88.057 -33.3916
62180 -64.6399 8.24697
62190 6.75672 -49.9991
62200 -18.5935 -53.3753
62210 -53.3158 -17.5346
62220 -11.1524 -63.2842
62230 -26.5195 -86.748
62240 -70.4791 -57.1863
62250 -30.7648 -42.3977
62260 41.6921 -52.7697
62270 9.64393 -74.8447
62280 -30.5385 -76.7388
62290 17.9295 -49.0744
62300 20.3525 -71.3742
62310 25.0058 -96.8317
62320 52.5168 -21.6382
62330 65.8984 -18.276
62340 90.8468 19.8853
62350 102.607 45.9648
62360 106.363 67.4235
62370 77.7911 93.9479
62380 46.9244 128.715
62390 56.3009 93.029
62400 32.0514 95.6154
62410 -8.46847 149.37
62420 -36.8978 141.582
62430 -17.9356 80.909
62440 -60.5862 84.3892
62450 -47.6901 118.262
62460 -22.8762 121.429
62470 -9.66318 63.2702
62480 -46.4818 83.0086
62490 -28.7648 118.827
62500 28.689 121.212
62510 29.1312 72.6908
62520 -32.6307 46.0541
62530 -16.6352 92.2854
62540 36.8214 141.374
62550 19.141 138.779
62560 15.9533 94.4656
62570 22.4958 87.5152
62580 29.5962 100.013
62590 36.7422 99.5831
62600 26.3703 80.8689
62610 69.9091 82.7498
62620 56.7835 128.142
62630 72.8437 102.299
62640 72.4204 101.582
62650 43.2964 94.258
62660 44.2662 101.478
62670 69.2754 48.1617
62680 88.9838 16.2945
62690 40.1264 11.1572
62700 -15.7445 -10.8814
62710 -34.4419 -54.4601
62720 -42.9529 -51.6859
62730 -73.1161 -27.5171
62740 -23.844 -41.2504
62750 60.119 -110.414
62760 19.0432 -49.3434
62770 27.1423 -102.414
62780 39.3228 -112.35
62790 50.7372 -91.6422
62800 43.2606 -91.804
62810 23.3096 -71.6769
62820 -16.0288 -46.1474
62830 -2.19564 -78.3884
62840 -27.5066 -133.75
62850 6.43876 -148.305
62860 -5.80682 -127.42
62870 -38.8489 -98.5123
62880 -8.67069 -35.3641
62890 -50.6005 4.90789
62900 -115.544 -0.19158
62910 -140.66 18.8679
62920 -83.2208 18.8665
62930 -147.721 -21.2111
62940 -143.311 -30.5558
62950 -36.5495 -38.8548
62960 -46.8754 -28.968
62970 -79.8587 -19.1152
62980 -67.0078 -52.9909
62990 15.8296 -43.1192
63000 -8.73576 -5.28845
63010 -39.8541 -10.9721
63020 6.65588 -75.9489
63030 21.9752 -93.6508
63040 -29.1837 -100.521
63050 -109.88 -98.7837
63060 -54.6253 -122.451
63070 -74.2769 -101.154
63080 -129.241 -112.75
63090 -41.1021 -92.6288
63100 7.68673 -66.1874
63110 -30.6975 -20.9851
63120 1.73557 -21.8186
63130 57.8618 -47.0719
63140 38.6772 -56.5908
63150 11.9953 -17.6206
63160 28.1612 -24.1253
63170 68.8431 -16.8277
63180 37.9841 -3.78408
63190 8.92377 -38.6471
63200 1.65297 -48.3275
63210 -36.4533 -19.0636
63220 6.35805 20.7408
63230 1.02121 14.9732
63240 -5.1196 -11.0102
63250 -28.8676 41.9323
63260 -0.399714 45.8519
63270 30.8222 -31.6296
63280 37.0573 -19.4639
63290 34.7848 -17.6097
63300 -8.90254 15.0282
63310 31.6742 5.76394
63320 -16.0332 16.3299
63330 19.8941 68.4111
63340 23.495 77.1632
63350 0.142582 38.3302
63360 31.6025 -15.9599
63370 37.7216 -26.4581
63380 6.36911 -46.75
63390 27.0105 -26.3444
63400 68.9 -6.34332
63410 79.3043 -15.1399
63420 19.189 -9.70845
63430 42.0451 -16.7144
63440 35.7222 19.8359
63450 -5.91082 79.3486
63460 9.30766 82.8012
63470 80.4071 38.5652
63480 110.827 48.2503
63490 57.9045 91.6723
63500 60.1541 73.3456
63510 36.2519 38.3374
63520 55.959 43.4934
63530 -33.8782 68.2231
63540 -39.8841 92.1392
63550 -17.7656 117.279
63560 -53.5514 138.881
63570 -45.1994 61.7693
63580 -51.5873 72.2416
63590 -80.806 142.03
63600 -53.8376 146.881
63610 23.5217 59.6237
63620 -0.781475 63.3568
63630 -34.7431 34.3203
63640 23.1422 2.91777
63650 21.4972 -6.72545
63660 -31.9667 4.42337
63670 -15.5009 -3.9704
63680 20.8751 8.7024
63690 6.13178 71.8281
63700 -3.20989 57.5403
63710 -3.6618 57.6028
63720 11.686 62.9732
63730 46.2274 79.6048
63740 62.5695 69.3977
63750 57.8556 30.6726
63760 48.2051 -21.9745
63770 -8.3755 -17.0992
63780 3.2583 5.76878
63790 16.7493 -28.0085
63800 40.7657 -45.6706
63810 19.1842 -65.5718
63820 -29.079 -41.9892
63830 -27.805 -0.831899
63840 34.5253 27.5212
63850 -3.58318 33.6169
63860 -59.2542 34.5129
63870 -80.847 70.9724
63880 -2.85313 15.4966
63890 9.37554 -8.11051
63900 12.8623 -55.261
63910 11.1633 -55.2136
63920 -5.08996 -58.4705
63930 -49.9013 -58.2584
63940 -3.18891 -46.6267
63950 -29.645 -7.16568
63960 -7.40129 15.4801
63970 -6.51806 49.4656
63980 -13.0136 35.2801
63990 32.0319 -8.18759
64000 41.735 -19.9149
64010 60.6504 -34.6985
64020 28.471 -64.5731
64030 -49.0889 -7.95755
64040 -39.1933 2.08924
64050 5.23634 -40.8345
64060 -4.23812 -34.9492
64070 -38.7927 -39.4395
64080 -33.5837 -69.4917
64090 -24.8921 -87.8033
64100 -17.3084 -84.1827
64110 -53.062 -56.6254
64120 0.185594 -32.1934
64130 3.99114 -86.6408
64140 -21.3962 -104.623
64150 35.2534 -91.8905
64160 79.969 -20.0534
64170 42.2881 -44.4601
64180 4.83219 -68.9198
64190 -58.4644 -38.9524
64200 -82.0558 -35.6016
64210 -59.4801 -40.989
64220 -83.4091 -36.7296
64230 -54.9181 -31.8749
64240 0.421138 -3.5724
64250 -13.7583 4.08053
64260 -20.3844 0.00190073
64270 -3.44914 42.205
64280 61.6287 32.7483
64290 39.4871 -29.0844
64300 80.0169 -58.725
64310 36.8222 -53.0288
64320 61.8211 -45.5341
64330 34.037 -27.5592
64340 58.9369 -61.6868
64350 8.34574 -53.6043
64360 -27.8149 -39.9142
64370 -60.0965 -46.3739
64380 -86.445 -69.7623
64390 -45.4947 -67.3155
64400 -30.2367 -76.5723
64410 -43.6324 -48.3653
64420 -24.0865 4.26929
64430 -11.2034 25.3954
64440 -12.4706 70.168
64450 -59.2547 84.545
64460 -53.046 53.5741
64470 -80.9425 15.2219
64480 -43.4771 3.87824
64490 -42.8998 21.169
64500 -60.0142 44.5974
64510 -29.22 36.1886
64520 -9.0483 58.691
64530 9.98069 48.7704
64540 18.955 -12.3248
64550 21.3337 28.4183
64560 20.7502 74.8627
64570 -36.0023 82.0995
64580 -58.5497 57.6175
64590 -53.1581 63.2817
64600 -25.4388 7.64722
64610 -67.5492 0.0686762
64620 -37.1468 15.8704
64630 37.4991 38.2341
64640 53.5117 52.7605
64650 46.9582 0.0701231
64660 60.3531 -55.2196
64670 89.1647 14.3012
64680 6.0065 -0.0916917
64690 0.964132 -37.6368
64700 -14.4355 7.89951
64710 3.31159 -27.3519
64720 18.6943 -30.978
64730 39.486 19.3194
64740 70.1797 7.45519
64750 35.3478 21.8961
64760 71.3193 69.9312
64770 78.982 41.8246
64780 53.3821 36.9254
64790 17.7966 8.51831
64800 30.3657 47.9111
64810 21.7261 27.1433
64820 1.41149 -19.2761
64830 5.37972 -2.62021
64840 33.383 99.5455
64850 27.7599 62.5104
64860 -2.38419 53.0831
64870 40.8686 65.3434
64880 56.7604 61.5619
64890 33.5078 67.3573
64900 28.9437 32.695
64910 3.36713 -7.26079
64920 -15.9874 -4.3481
64930 54.1764 -5.58033
64940 59.159 -7.26419
64950 43.6113 1.90913
64960 14.0761 -14.868
64970 17.0189 21.9917
64980 30.027 -10.6336
64990 10.4145 -31.0549
65000 13.3572 14.7895
65010 -28.6491 14.421
65020 -31.7579 19.9038
65030 32.8052 28.9715
65040 34.8268 17.3754
65050 44.2307 -21.5309
65060 50.512 -34.5104
65070 54.2164 -57.3055
65080 -5.98158 5.47298
65090 14.589 -2.39625
65100 -7.80584 -36.4901
65110 -58.5698 -48.7806
65120 -88.6969 -2.19906
65130 -80.0409 -0.337196
65140 -71.6764 -28.9147
65150 -67.1936 -26.0124
65160 -63.9238 -16.1032
65170 -34.7834 27.4548
65180 -75.0407 -11.4002
65190 -64.698 28.4768
65200 -47.2903 -2.83178
65210 -28.1637 -9.57733
65220 -52.3536 7.16027
65230 -8.89183 8.42801
65240 14.0345 6.55011
65250 33.1345 -27.2646
65260 18.4301 -20.1156
65270 30.899 14.2357
65280 68.9086 -34.0694
65290 -14.9691 -53.2583
65300 -2.62098 6.02891
65310 50.5569 -8.46036
65320 26.2525 -41.8104
65330 -45.2862 -102.935
65340 -81.9067 -93.587
65350 -48.0301 -67.304
65360 -39.6001 -82.0612
65370 -41.8047 -93.6004
65380 -28.4469 -75.7373
65390 -9.44775 -55.9234
65400 -27.8461 -41.8583
65410 23.1398 -43.7004
65420 70.5952 2.55356
65430 48.5993 13.5921
65440 60.9275 -47.3033
65450 53.9602 27.255
65460 42.9467 -56.1828
65470 32.2462 -63.9137
65480 -13.4435 -31.3055
65490 -57.8743 -13.3058
65500 -61.5429 -42.9699
65510 -55.4829 -80.5613
65520 -27.794 -55.0192
65530 -32.8417 -12.3628
65540 19.4219 23.3474
65550 80.6846 8.66752
65560 37.4574 58.6711
65570 47.7004 102.699
65580 54.2996 77.7187
65590 63.6652 104.316
65600 34.1947 123.936
65610 37.8108 84.7438
65620 28.6326 71.0406
65630 56.9042 105.555
65640 -23.1669 61.8195
65650 -19.2421 38.6156
65660 6.06346 -22.9172
65670 -39.1806 -8.34877
65680 -80.4548 -0.937184
65690 -10.5664 21.9443
65700 -29.095 35.2734
65710 26.239 6.85979
65720 -0.0679072 -3.23126
65730 -22.2242 39.1763
65740 -21.9995 43.4523
65750 -40.3988 -7.95505
65760 -64.3655 -33.5735
65770 -15.7645 17.3998
65780 -74.4471 -28.6717
65790 -53.2077 -26.9986
65800 5.19605 34.8987
65810 20.0974 97.7278
65820 30.8119 55.7092
65830 7.67055 35.3715
65840 33.091 46.1154
65850 27.5034 67.5023
65860 50.3102 -0.424659
65870 69.9688 0.515039
65880 72.2429 -22.0251
65890 30.1372 9.5011
65900 20.6502 0.682763
65910 23.3736 55.5262
65920 28.4031 48.3332
65930 25.6628 -11.7234
65940 29.7292 64.3691
65950 38.8962 110.274
65960 15.9476 60.2415
65970 27.034 -10.5549
65980 48.2641 -51.9718
65990 27.0237 -38.1763
66000 14.9208 -20.6598
66010 -40.847 -64.809
66020 -60.7658 -56.114
66030 -43.1618 2.9481
66040 -23.6108 -7.42747
66050 -38.5759 33.3445
66060 -56.1245 13.2289
66070 -23.7795 29.7414
66080 -37.8405 54.6107
66090 -92.4149 38.1434
66100 -20.4788 2.86596
66110 -5.57242 19.8574
66120 -67.2568 40.3805
66130 -80.9244 44.3887
66140 -7.81089 14.9103
66150 50.1902 -24.3367
66160 38.0596 -91.4361
66170 61.6235 -132.026
66180 145.612 -85.9223
66190 63.3307 -129.246
66200 8.50335 -184.145
66210 -17.5965 -194.129
66220 -23.0217 -119.53
66230 -26.0525 -64.4708
66240 -22.3353 -49.1363
66250 16.7123 -26.2975
66260 55.9879 -16.1524
66270 6.07236 -10.5399
66280 43.124 15.7672
66290 51.0939 -3.16258
66300 36.0876 -8.52782
66310 -7.03181 -23.2212
66320 4.88255 -57.2015
66330 -26.873 -29.482
66340 -62.0469 32.6458
66350 2.40385 17.6909
66360 31.4523 -21.0058
66370 40.3561 -11.0412
66380 46.9248 -33.5246
66390 23.9263 -45.4331
66400 43.5948 -19.2601
66410 71.4187 5.67074
66420 33.8384 27.7329
66430 1.61731 -27.5912
66440 49.8838 -22.6644
66450 29.6608 -11.5345
66460 8.08381 -7.27109
66470 0.679617 -75.755
66480 23.3127 -3.89882
66490 -13.4666 -58.0243
66500 -59.9468 -14.489
66510 -14.7921 -20.2189
66520 -36.7901 28.8607
66530 -21.519 30.093
66540 -39.5094 -18.2441
66550 -27.9863 -83.7716
66560 -11.8421 -53.2765
66570 -8.72065 -16.5121
66580 35.0341 -40.1592
66590 8.94668 -55.3428
66600 -12.674 -0.460933
66610 -0.846606 40.3855
66620 6.04385 14.7776
66630 -6.67214 44.5836
66640 19.0292 109.352
66650 -10.2756 82.2181
66660 4.91443 110.949
66670 -19.1553 120.94
66680 1.42416 107.362
66690 38.9966 79.128
66700 3.96071 92.9042
66710 -39.3698 58.3753
66720 -11.2461 80.0488
66730 -24.8943 71.8759
66740 -29.6657 80.8712
66750 -17.0491 140.104
66760 20.6321 96.9758
66770 4.14879 41.8704
66780 9.879 23.4867
66790 -25.4785 14.1998
66800 -15.8228 -15.265
66810 8.1682 -15.6676
66820 40.2755 1.4517
66830 10.6442 14.7039
